pair	label
eighty :: 80s	1
pennie :: penny	1
chana :: kadale	1
yennai :: oil	1
シェイプアップ :: フィットネス	1
goalkeeping :: goalkeeper	1
x 1 9 :: x1 9	1
ft :: foot	1
soap :: shaban	1
blanket :: dhuppati	1
leash :: lead	1
denim :: jean	1
botte :: boot	1
flatware :: silverware	1
loving :: lovin	1
bachader :: kid	1
flattened :: chepta	1
seventy :: 70s	1
one :: first	1
soy less :: soy free	1
fermentation :: fermenting	1
cubic zirconia :: cz	1
flasher :: blinker	1
pickle :: pachadi	1
shada :: white	1
mercede benz :: mb	1
honey :: jenu	1
emmie :: emmy	1
conveyer :: conveyor	1
defence :: defense	1
toilettendeckel :: klodeckel	1
teenager :: teen	1
flashlight :: torch	1
flavouring :: flavoring	1
khosa :: chilka	1
dosa :: dose	1
godhumai :: wheat	1
orthopedic :: orthopaedic	1
automobile :: auto	1
twenty five :: 25	1
sugar less :: without sugar	1
foot :: ft	1
u.s :: us	1
maize :: solum	1
oorga :: pickle	1
sweet :: mithai	1
one :: 1st	1
labang :: clove	1
gombe :: doll	1
no nut :: non nut	1
sweat :: pull	1
2007 :: 07	1
billfold :: wallet	1
sulphate :: sulfate	1
thirty three :: 33	1
turmeric :: manjal	1
overlock :: serger	1
pasta :: noodle	1
soutien gorge :: lingerie	1
sabudana :: shabu	1
rifle :: pistol	1
pajama :: pyjama	1
xviii :: eighteen	1
zinfandel :: primitivo	1
kodhumai :: daliya	1
60s :: 1960s	1
composting :: compost	1
periya :: big	1
arhar :: thovaram	1
kismi :: raisin	1
polish :: enamel	1
pepper :: melagu	1
jaifal :: nutmeg	1
60 :: sixty	1
methi :: menthulu	1
two ten :: 210	1
kothamalli :: coriander	1
cooking :: aduge	1
white :: tella	1
coloring :: colouring	1
referee :: umpire	1
sockshosiery :: clothe	1
nashta :: snack	1
laptop :: computer	1
gota :: whole	1
tr8 :: tr 8	1
murrilu :: murmura	1
tenth :: ten	1
thosai :: dosa	1
トレーニング :: エクササイズ	1
massager :: massaging	1
clothe :: kapda	1
without gmo :: non gmo	1
kerai :: urad	1
juta :: shoe	1
duvet :: quilt	1
sunflower :: poddutirugudu	1
pepper :: mirchi	1
perunjeeragam :: fennel	1
remodeling :: renovation	1
non iron :: permanent press	1
kadugu :: canola	1
milagai :: chilli	1
maintenance :: care	1
seventy seven :: 77	1
kadale :: kabuli	1
gent :: man	1
snuggle :: cuddle	1
without latex :: non latex	1
sweatshirt :: sweat shirt	1
purchasing :: buying	1
gasagase :: khuskhus	1
no msg :: without msg	1
onesy :: overall	1
lazyboy :: la z boy	1
1920s :: 20s	1
energiser :: energizer	1
tom :: thoma	1
soccer :: football	1
ammo :: ammunition	1
biking :: bicycling	1
turmeric :: holud	1
coconut :: thengai	1
cleanser :: cleaner	1
sieve :: strainer	1
sweet :: mithailu	1
nineteenth :: nineteen	1
medication :: medicine	1
black :: karupu	1
sdhc :: sd	1
windscreen :: windshield	1
disability :: handicap	1
fourth :: 4th	1
samagri :: supply	1
khilona :: toy	1
4th :: four	1
fig :: anjeer	1
second :: two	1
sleeping :: thooka	1
saman :: supply	1
tr3a :: tr 3a	1
cheerleader :: cheerleading	1
16th :: sixteenth	1
koran :: quran	1
seed :: beej	1
kadage :: kajal	1
telephone :: phone	1
meatless :: vegetarian	1
rice :: biyyam	1
jon :: john	1
gb :: gigabyte	1
pepper :: menasu	1
90 :: ninety	1
80 :: eighty	1
salt less :: salt free	1
jug :: kettle	1
sunflower :: suriyagandhi	1
pillow :: thalaianai	1
car :: automotive	1
microsoft :: ms	1
poetry :: verse	1
imitation :: faux	1
neend :: sleeping	1
dal :: bele	1
non skid :: no skid	1
cookery :: cooking	1
moog :: moong	1
bommaigal :: toy	1
chilli :: karam	1
kadalai :: besan	1
v.smile :: vsmile	1
msg free :: without msg	1
x1 9 :: x 1 9	1
saffron :: kunkuma	1
jajikai :: nutmeg	1
cycling :: bicycle	1
jaikayi :: nutmeg	1
elakaai :: cardamom	1
laboratory :: lab	1
flour :: atta	1
bindi :: bottu	1
photography :: photographing	1
silverware :: tableware	1
seven :: seventh	1
shorty :: boxer	1
mic :: microphone	1
coffee :: kahwa	1
ginger :: inji	1
ally :: allie	1
mirchi :: chilly	1
makkacholam :: corn	1
bath :: bathroom	1
flavor :: flavour	1
doudoune :: manteau	1
uv :: ultraviolet	1
cashewnut :: jeedipappu	1
fertilizer :: fertiliser	1
eighty one :: 81	1
beej :: seed	1
suryagandhi :: sunflower	1
10th :: tenth	1
msg free :: no msg	1
eighteen :: 18	1
sixty two :: 62	1
mr :: mister	1
coconut :: nariyal	1
lightening :: whitening	1
dress :: clothe	1
1954 :: 54	1
mirror :: adda	1
chura :: flattened	1
bicycle :: cycling	1
muri :: murmura	1
rob :: robert	1
munchen :: munich	1
disk :: drive	1
eleventh :: 11	1
thooka :: sleeping	1
kahwa :: coffee	1
oversized :: oversize	1
megabyte :: mb	1
handicapped :: disabled	1
sealer :: sealant	1
thirty :: 30	1
meetha :: sweet	1
rice :: chawal	1
caution :: warning	1
repellant :: repellent	1
amp :: amplifier	1
pillow :: balish	1
xiv :: 14	1
xix :: 19	1
mango :: mammidi	1
singing :: singin	1
sack :: bag	1
porutkal :: product	1
editor :: editing	1
jama :: clothe	1
kadale :: chana	1
non marking :: no marking	1
oversize :: oversized	1
スイミング :: スイム	1
cocoa :: chocolate	1
asafoetida :: inguva	1
sixty nine :: 69	1
vsmile :: v.smile	1
biyyam :: rice	1
powdered :: powder	1
sugar less :: sugar free	1
long :: lamba	1
1994 :: 94	1
70s :: seventy	1
تبيض :: تفتيح	1
j2x :: j2 x	1
grinder :: mill	1
sixty five :: 65	1
fifty nine :: 59	1
murmura :: mundakki	1
bicycle :: bike	1
エクササイズ :: フィットネス	1
guntur :: lar	1
fermenting :: fermentation	1
maligai :: grocery	1
11 :: eleven	1
shave :: shaving	1
black :: nalla	1
shear :: scissor	1
twelve :: 12th	1
aamudhamu :: castor	1
sleeping :: nidra	1
masoor :: masur	1
sugar :: sakkare	1
ten :: 10th	1
sixteenth :: sixteen	1
bundle :: package	1
whitening :: lightening	1
instruction :: lesson	1
electric :: electronic	1
light :: lite	1
goalkeeper :: goalie	1
daliya :: kodhumai	1
pumpkin :: poosani	1
mirch :: chilly	1
tallie :: tally	1
oil :: yennai	1
eighteenth :: 18	1
motherboard :: mainboard	1
payiru :: lobia	1
lauflernschuhe :: babyschuhe	1
nightie :: nightgown	1
no dairy :: without dairy	1
alasande :: lobia	1
jr :: junior	1
apparel :: clothing	1
karam :: chilli	1
bommai :: doll	1
coloured :: colored	1
pacifier :: soother	1
lobia :: alasande	1
without sugar :: sugar less	1
veterinary :: veterinarian	1
payir :: lobia	1
toor :: arhar	1
twenty seven :: 27	1
mustard :: sarso	1
jawar :: jowar	1
pachai :: green	1
flavoring :: seasoning	1
arena :: stadium	1
latex free :: no latex	1
kayaking :: paddling	1
shooji :: sooji	1
seven :: vii	1
gluten free :: without gluten	1
allie :: ally	1
sweater :: jumper	1
cooky :: cookie	1
fibre :: fiber	1
fenugreek :: methi	1
hiking :: tramping	1
beechi :: seed	1
schwangerschaftsbekleidung :: schwangerschaftskleidung	1
grief :: bereavement	1
14 :: fourteen	1
papad :: appalam	1
mango :: aam	1
teepee :: tipi	1
chana :: senaga	1
スポーツメガネ :: スポーツグラス	1
sasuve :: mustard	1
kid :: makkalu	1
exam :: test	1
male :: man	1
menthulu :: methi	1
rava :: sooji	1
mundhiri :: cashewnut	1
massage :: massaging	1
lamborghini :: lambo	1
coax :: coaxial	1
sambhar :: milagu	1
gobindo :: gobind	1
eighty two :: 82	1
kaaikari :: grocery	1
white :: shada	1
cj6a :: cj 6a	1
electronic :: electric	1
مونشاكو :: ننشاكو	1
جوال :: موبايل	1
theater :: cinema	1
forty :: 40	1
seventeenth :: seventeen	1
طاقيه :: قبعه	1
plane :: airplane	1
outlet :: receptacle	1
poha :: cheere	1
reduction :: reducing	1
mirapakai :: chilli	1
15 :: fifteen	1
15 :: xv	1
udaitha :: split	1
ladder :: stair	1
tea :: chai	1
kadala :: chana	1
polarizing :: polarizer	1
aadaigal :: clothing	1
tracht :: trachten	1
paprika :: kaaram	1
doughnut :: donut	1
seventh :: 7th	1
ruby :: rubie	1
maanga :: mango	1
roshun :: garlic	1
tracker :: tracking	1
hunase :: tamarind	1
フィットネス :: トレーニング	1
six :: vi	1
scent :: fragrance	1
blazer :: clothing	1
nineteen :: nineteenth	1
without latex :: no latex	1
picture :: photo	1
doll :: guria	1
norse :: nordic	1
karaishuti :: pea	1
swim :: swimming	1
akshota :: walnut	1
seventeen :: seventeenth	1
full zip :: zip	1
bindi :: teep	1
1998 :: 98	1
kandi :: arhar	1
gardening :: garden	1
inguva :: asafoetida	1
preamplifier :: pre amp	1
soppu :: chilka	1
drawing :: sketch	1
fairy :: fairie	1
strainer :: sieve	1
pharmaceutical :: drug	1
chawal :: rice	1
ウォッチ :: 時 計	1
grey :: gray	1
bandana :: kerchief	1
fennel :: mouri	1
dairy less :: dairy free	1
juto :: shoe	1
r17 :: r 17	1
cumin :: jeeragam	1
sherrie :: sherry	1
manjal :: yellow	1
weihnachtslieder :: weihnachten	1
yr :: year	1
barbeque :: bar b que	1
awning :: sunshade	1
sixty one :: 61	1
masonic :: freemason	1
tel :: oil	1
volkswagen :: vw	1
11th :: 11	1
tr4a :: tr 4a	1
brown :: godhuma	1
instructor :: teacher	1
bread :: roti	1
fat free :: lo fat	1
four :: iv	1
gas :: fuel	1
airsoft :: softair	1
bunnie :: bunny	1
arhar :: thuvaram	1
nutmeg :: jajikai	1
trash :: garbage	1
kippah :: yarmulke	1
15 :: fifteenth	1
kunguma :: saffron	1
bar b que :: barbecue	1
split :: udaitha	1
violet :: purple	1
ginger :: chunti	1
surgery :: operation	1
thousand :: 000	1
two :: 2nd	1
urad :: kerai	1
ketchup :: catsup	1
jeeragam :: cumin	1
cj5a :: cj5	1
ulundhu :: urad	1
viura :: macabeo	1
carriage :: pram	1
vellai :: white	1
picachoo :: pikachu	1
e.l.f :: elf	1
akroot :: walnut	1
martini :: cocktail	1
1963 :: 63	1
sugar less :: non sugar	1
badami :: brown	1
dumur :: fig	1
without fat :: fat less	1
mustard :: sasuve	1
mouri :: fennel	1
umstandskleidung :: umstandsbekleidung	1
quadcopter :: drone	1
download :: downloadable	1
ignitor :: igniter	1
foldable :: folding	1
sarso :: mustard	1
umstandsbekleidung :: umstandsmode	1
air soft :: airsoft	1
pepper :: milagu	1
stroller :: pram	1
cooking :: ranna	1
copier :: duplicator	1
3rd :: three	1
putul :: doll	1
sixty :: 60s	1
ducky :: duckie	1
mirchi :: sambhar	1
kese :: hair	1
cashewnut :: mundhiri	1
organizer :: container	1
drakshi :: raisin	1
latex free :: non latex	1
pillow :: thalagaani	1
forty two :: 42	1
non gluten :: gluten free	1
non gmo :: without gmo	1
girl :: meyder	1
favor :: favour	1
forty one :: 41	1
salt less :: without salt	1
kabuli :: chola	1
tablemat :: placemat	1
chubritsa :: чубрица	1
almond :: badami	1
porvai :: blanket	1
no salt :: salt less	1
hike :: hiking	1
salt free :: without salt	1
maida :: hittu	1
chai :: tea	1
cheeni :: sugar	1
sticker :: decal	1
matt :: matthew	1
bench :: table	1
first :: one	1
camper :: rv	1
dana :: grain	1
parkour :: freerunning	1
doll :: bommaigal	1
pepper :: miryalu	1
1960 :: 60	1
sooji :: ravai	1
aaina :: mirror	1
posy :: posie	1
cumin :: jira	1
lady :: woman	1
nut less :: no nut	1
t ball :: tee ball	1
tr3 :: tr 3	1
18 :: 18th	1
false :: fake	1
11 :: xi	1
اسكتشرز :: اسكيتشرز	1
sport :: athletic	1
volume :: vol	1
coconut :: thenga	1
blouson :: manteau	1
sesame :: nuvvula	1
sabudana :: javarisi	1
machine :: maker	1
wallet :: billfold	1
yellow :: haladi	1
gri :: grigio	1
melagu :: pepper	1
nut less :: nut free	1
papad :: appadalu	1
tea :: cha	1
manjal :: turmeric	1
flavouring :: flavor	1
butter :: makkhan	1
petticoat :: underskirt	1
urad :: ulundhu	1
substitute :: replacement	1
flavour :: flavor	1
without soy :: non soy	1
soap :: saban	1
chinthapandu :: tamarind	1
fruit :: hannugalu	1
haral :: castor	1
16 :: xvi	1
instruction :: learning	1
om :: ajwain	1
mythology :: myth	1
draft :: draught	1
masur :: masoor	1
flavouring :: seasoning	1
lobia :: payir	1
management :: managing	1
aluminium :: aluminum	1
swimwear :: swimmer	1
lar :: guntur	1
toilet :: potty	1
urad :: ullutham	1
single :: one	1
bar b que :: bbq	1
nightdress :: nightgown	1
nine :: 9th	1
smartphone :: mobile	1
expandable :: expandible	1
maternity :: pregnancy	1
disabled :: handicapped	1
furnishing :: furniture	1
cheniya :: peanut	1
tamarind :: imli	1
wheat :: godhuma	1
健 康 :: ヘルス	1
moong :: pasi	1
طربوش :: قبعة	1
gothumai :: wheat	1
no fat :: non fat	1
mishti :: sweet	1
sleepwear :: clothing	1
endu :: dried	1
adrak :: ginger	1
nite :: night	1
seventy three :: 73	1
engraving :: etching	1
أربعة :: أربع	1
ammunition :: ammo	1
heating :: heat	1
yellow :: peela	1
barbeque :: bbq	1
jack'd :: jackd	1
cashewnut :: kaju	1
tobacco :: smoking	1
aavalu :: mustard	1
adhesive :: glue	1
kaftan :: caftan	1
grocery :: kirana	1
no gmo :: non gmo	1
melody :: melodie	1
toy :: bommai	1
lahsun :: garlic	1
mustard :: perunkadugu	1
طنجرة :: حله	1
mavina :: mango	1
poosani :: pumpkin	1
tong :: chaussure	1
bootsschuhe :: herrenschuhe	1
dairy free :: non dairy	1
smoking :: smokin	1
mango :: manga	1
xix :: nineteen	1
humour :: humor	1
nightgown :: nightdress	1
handgun :: pistol	1
pottu :: chilka	1
طناجر :: حلل	1
zeera :: jeeraga	1
mathematic :: math	1
analyzer :: analyser	1
tb :: terabyte	1
سترة :: معطف	1
1979 :: 79	1
flour :: pindi	1
cinnamon :: elavangam	1
detector :: detecting	1
14 :: xiv	1
polishing :: buffing	1
16th :: sixteen	1
filing :: file	1
folding :: foldable	1
elavangapattai :: cinnamon	1
mango :: hannu	1
cosmetic :: makeup	1
cable :: wire	0
sticker :: decal	0
hoodie :: shirt	1
silver :: emerald	0
costume :: dress	0
grey :: brown	0
active :: size	0
crop :: shirt	1
art :: wall	0
car :: machine	0
leather :: strap	0
fit :: cap	0
personalized :: personalised	2
mat :: carpet	0
tall :: wide	0
free :: de	0
sport :: athletic	2
month :: shirt	0
toy :: play	0
short :: boy	0
down :: woman	0
man :: woman	0
red :: black	0
fleece :: size	0
hat :: cap	0
cloth :: clothe	1
dress :: sundress	0
thick :: inch	0
7 :: christma	0
green :: orange	0
iphone :: case	0
pant :: woman	0
chain :: silver	0
navy :: gray	0
white :: blue	0
design :: box	0
100 :: book	0
bin :: container	0
single :: blue	0
tee :: shirt	0
up :: shirt	0
vintage :: shirt	0
black :: white	0
breathable :: large	0
iphone :: max	0
orange :: blue	0
table :: bench	0
2 :: 2nd	0
3 :: iphone	0
cat :: kitten	2
backpack :: pack	0
sofa :: bed	0
4 :: four	3
l :: shirt	0
white :: black	0
denim :: size	0
top :: plus	0
x :: new	0
bulk :: small	0
inch :: socket	0
cat :: kitty	2
birthday :: shirt	0
solid :: orange	0
baseball :: woman	0
room :: large	0
sleeve :: man	0
ring :: woman	0
sock :: dress	0
cup :: mug	0
12 :: shirt	0
red :: new	0
ultra :: case	0
blue :: white	0
tank :: shirt	0
green :: black	0
shoe :: man	0
year :: day	0
wide :: man	0
white :: baby	0
leather :: man	0
top :: woman	0
free :: woman	0
5 :: five	3
home :: wall	0
shoe :: sneaker	0
1 :: i	3
decor :: bathroom	0
yellow :: woman	0
inch :: blue	0
pant :: trouser	2
natural :: nature	2
short :: woman	0
pant :: man	0
5 :: v	3
pack :: backpack	2
orange :: pink	0
rose :: flower	1
charger :: charging	2
rear :: front	0
wallet :: purse	0
fall :: blue	0
makeup :: make	0
bedroom :: room	1
little :: girl	0
romper :: outfit	1
woman :: mujer	2
room :: bedroom	0
soft :: large	0
man :: shoe	0
breathable :: woman	0
x :: 10	0
iphone :: 12	0
yoga :: woman	1
dress :: man	0
solid :: white	0
black :: gray	0
thick :: blue	0
kid :: children	2
white :: neon	0
purple :: yellow	0
large :: small	0
soft :: small	0
leather :: belt	0
one :: 1	3
pet :: dog	0
breathable :: wide	0
flat :: shoe	0
baseball :: man	0
10 :: x	0
large :: big	2
orange :: purple	0
light :: shirt	0
brown :: baby	0
dress :: vestido	2
9 :: inch	0
cushion :: chair	0
toy :: miniature	0
10 :: back	0
pillow :: cushion	0
black :: blue	0
sofa :: set	0
front :: rear	0
folding :: foldable	2
jewelry :: jewellery	2
w :: big	0
child :: baby	0
tee :: tshirt	2
free :: good	0
small :: little	2
backpack :: bookbag	2
navy :: grey	0
sport :: big	0
pullover :: shirt	1
free :: non	2
fit :: jean	0
samsung :: case	0
white :: new	0
gray :: blue	0
orange :: red	0
length :: inch	0
purple :: green	0
gray :: red	0
indoor :: christma	0
top :: shirt	0
cleaning :: cleaner	2
sport :: shirt	0
abstract :: decor	0
little :: toddler	0
red :: white	0
jacket :: woman	0
december :: 2022	0
gallon :: gal	2
art :: adult	0
black :: red	0
24 :: light	0
decoration :: wall	0
navy :: shirt	0
heavy :: big	0
sleeve :: arm	0
dark :: black	2
bulb :: light	0
clothe :: cloth	0
sweatshirt :: man	0
solid :: green	0
day :: 2022	0
inch :: christma	0
ft :: foot	2
fleece :: cotton	0
bedding :: comforter	2
long :: 2022	0
dog :: puppy	2
free :: gift	0
size :: cheap	0
black :: green	0
925 :: gold	0
suit :: clothe	0
rubber :: blue	0
large :: inch	0
flower :: floral	2
sport :: tall	0
tall :: black	0
zipper :: zip	2
sexy :: woman	0
mount :: mounted	0
4 :: tool	0
skirt :: size	0
shirt :: teacher	0
led :: light	1
purple :: pink	2
baseball :: ball	1
fit :: car	0
pajama :: pyjama	2
cap :: woman	0
medium :: jersey	0
white :: game	0
wood :: wooden	2
jacket :: man	0
6 :: six	3
woman :: top	0
rose :: woman	0
rear :: back	2
flower :: rose	0
dress :: heel	0
charging :: charger	2
pink :: green	0
2 :: ii	3
piece :: ring	0
disney :: woman	0
20 :: woman	0
shirt :: tshirt	0
lightweight :: light	1
ounce :: oz	2
hoodie :: woman	0
brown :: blue	0
yellow :: orange	2
rug :: carpet	0
toddler :: girl	0
charger :: charge	0
orange :: white	0
yellow :: purple	0
piece :: part	0
outdoor :: open	0
pair :: blue	0
button :: shirt	0
small :: cheap	0
solid :: thin	0
l :: tie	0
gift :: present	2
blue :: green	0
keychain :: chain	0
shoe :: off	0
grey :: white	0
january :: 2022	0
foot :: ft	2
pack :: compact	0
small :: large	0
waist :: woman	0
hoody :: hoodie	2
set :: circle	0
shirt :: man	0
navy :: woman	0
auto :: toyota	0
light :: led	0
orange :: green	0
indoor :: inside	2
button :: woman	0
car :: suv	0
steel :: weight	0
sock :: man	0
white :: red	0
flower :: wall	0
boy :: baby	0
year :: yr	2
stand :: base	0
custom :: accessory	0
grey :: black	0
green :: pink	0
sneaker :: woman	0
day :: year	0
hat :: woman	0
grey :: gray	2
sock :: woman	0
skin :: face	0
protective :: protector	2
rack :: stand	0
floral :: woman	0
wall :: sticker	0
color :: colour	2
man :: world	0
lamp :: bulb	0
cotton :: man	0
wallet :: woman	0
case :: box	0
red :: green	0
woman :: shirt	0
1 :: first	3
decoration :: ribbon	0
tpu :: pro	0
smartphone :: iphone	0
bathroom :: bath	0
decor :: decoration	0
outdoor :: outside	2
shoe :: woman	0
dress :: woman	0
band :: set	0
thick :: white	0
red :: blue	0
set :: collection	2
bag :: storage	0
wooden :: wood	2
light :: lighting	0
girl :: doll	0
fall :: black	0
leather :: shoe	0
hoodie :: hooded	2
dual :: double	2
mesh :: man	0
solid :: red	0
gray :: green	0
bag :: food	0
inch :: edge	0
big :: large	2
shoe :: trainer	0
pet :: cat	0
iphone :: pro	0
game :: man	0
picture :: photo	2
wide :: shoe	0
frame :: glass	0
desk :: table	2
wedding :: bridal	0
mounted :: mount	0
fit :: woman	0
green :: blue	0
costume :: woman	0
woman :: clothing	0
car :: auto	2
jacket :: coat	2
man :: piece	0
tee :: woman	0
baby :: book	0
christma :: decoration	0
s :: shirt	0
heavy :: usa	0
soft :: thick	0
brown :: black	0
short :: man	0
tall :: white	0
black :: grey	0
xl :: shirt	0
wheel :: car	0
gray :: black	0
tall :: blue	0
1 :: one	3
art :: artwork	2
jan :: 2022	0
zip :: woman	0
electric :: electrical	2
girl :: baby	0
sneaker :: light	0
tunic :: clothing	1
7 :: white	0
man :: sock	0
sturdy :: small	0
protector :: guard	2
backpack :: girl	0
gray :: white	2
girl :: shirt	0
white :: shirt	0
short :: bermuda	0
button :: dress	0
mini :: baby	0
dress :: shoe	0
lighting :: outdoor	0
3 :: three	3
gray :: brown	0
foldable :: folding	2
oz :: ounce	2
sunglass :: glass	0
cover :: handle	0
dark :: woman	0
lighting :: lamp	0
bag :: suitcase	0
table :: desk	2
toe :: heel	0
plant :: wall	0
2 :: two	3
hoodie :: man	0
boot :: woman	0
boot :: shoe	1
cover :: door	0
mirror :: glass	0
navy :: boy	0
inch :: thick	0
funny :: woman	0
tunic :: dress	0
cup :: container	0
black :: brown	0
gray :: grey	2
pink :: white	0
non :: no	2
purple :: orange	0
size :: girl	0
baby :: infant	2
man :: big	0
two :: 2	3
brown :: white	0
man :: hombre	2
workout :: sport	2
athletic :: sport	2
slim :: thin	2
christma :: tree	0
tie :: ties	2
grey :: blue	0
baby :: child	0
hooded :: hoodie	2
lbs :: lb	2
man :: shirt	0
costume :: outfit	0
blue :: black	0
woman :: harley	0
gold :: golden	2
wide :: blue	0
green :: red	0
support :: woman	0
top :: blouse	0
kitchen :: shower	0
walking :: woman	0
running :: run	2
green :: white	0
photo :: picture	2
white :: green	0
monthly :: 2022	0
bodysuit :: onesie	2
woman :: gift	0
dish :: saucer	0
dawn :: morning	0
task :: chore	0
liquor :: booze	1
picture :: foto	1
position :: spot	0
bait :: lure	0
astronaut :: spaceman	2
